aX,aY,aZ,gX,gY,gZ
-0.781,-0.579,0.232,28.537,44.590,-36.797
-0.778,-0.580,0.228,29.920,46.054,-37.876
-0.775,-0.580,0.225,30.973,47.207,-39.098
-0.773,-0.579,0.223,31.634,48.145,-40.518
-0.770,-0.579,0.222,31.864,48.906,-42.243
-0.767,-0.579,0.222,31.880,49.512,-44.170
-0.764,-0.581,0.222,31.754,50.114,-46.297
-0.760,-0.583,0.223,31.543,50.845,-48.640
-0.755,-0.587,0.223,31.300,51.888,-51.028
-0.750,-0.591,0.222,31.032,53.441,-53.369
-0.743,-0.596,0.217,30.740,55.891,-55.540
-0.735,-0.600,0.209,30.589,58.704,-57.423
-0.727,-0.606,0.200,30.764,61.305,-59.030
-0.720,-0.611,0.191,31.140,63.409,-60.461
-0.714,-0.615,0.183,31.538,64.681,-61.767

-0.495,-0.818,0.602,30.450,30.578,-36.597
-0.498,-0.792,0.635,28.260,-0.015,-15.289
-0.499,-0.760,0.674,25.287,-24.344,1.311
-0.499,-0.723,0.710,22.468,-35.536,13.078
-0.498,-0.684,0.743,19.674,-38.873,19.917
-0.500,-0.641,0.773,17.246,-38.372,22.427
-0.506,-0.597,0.801,14.080,-34.197,23.473
-0.517,-0.559,0.824,10.020,-28.749,23.865
-0.531,-0.529,0.841,5.137,-22.583,23.978
-0.546,-0.511,0.852,0.138,-16.219,24.069
-0.558,-0.504,0.853,-3.926,-8.748,24.389
-0.566,-0.507,0.848,-6.348,-0.039,25.429
-0.573,-0.522,0.839,-6.320,9.600,26.832
-0.581,-0.541,0.827,-4.138,18.813,27.846
-0.590,-0.562,0.813,1.936,25.693,28.204
-0.597,-0.578,0.798,11.396,30.760,28.140
-0.600,-0.585,0.783,19.899,34.832,27.852
-0.602,-0.583,0.766,25.285,38.860,27.461
-0.606,-0.578,0.748,28.254,42.688,26.932
-0.612,-0.571,0.728,29.784,45.850,26.117
-0.620,-0.563,0.708,30.533,48.285,24.936
-0.627,-0.553,0.687,30.519,50.170,23.129
-0.633,-0.542,0.666,30.088,51.654,20.801
-0.638,-0.532,0.645,29.354,52.811,18.008
-0.642,-0.522,0.624,27.987,53.851,14.985
-0.646,-0.515,0.604,25.936,54.806,11.913
-0.649,-0.511,0.585,23.401,55.454,9.087
