aX,aY,aZ,gX,gY,gZ
0.168,-1.157,0.217,75.871,11.615,123.950
0.161,-1.145,0.221,82.038,12.807,130.175
0.154,-1.131,0.223,87.465,14.130,137.162
0.147,-1.117,0.223,92.173,15.626,144.530
0.138,-1.103,0.223,96.136,17.229,151.766
0.129,-1.088,0.222,99.426,18.903,158.341
0.120,-1.073,0.219,101.883,20.974,163.865
0.109,-1.058,0.216,103.451,23.629,167.540
0.098,-1.041,0.213,103.562,26.947,169.012
0.085,-1.023,0.208,102.240,31.092,169.169
0.073,-1.003,0.201,99.761,36.103,168.242
0.059,-0.982,0.194,96.228,41.838,166.362
0.046,-0.959,0.185,91.825,48.411,163.701
0.032,-0.934,0.176,86.717,55.305,160.280
0.017,-0.908,0.166,81.095,62.354,156.221
0.002,-0.880,0.155,75.123,69.434,151.610
-0.013,-0.851,0.144,68.473,76.463,146.277
-0.029,-0.821,0.131,61.738,83.269,140.736
-0.045,-0.790,0.116,55.263,89.942,134.989
-0.062,-0.759,0.098,48.341,96.807,128.966
-0.080,-0.726,0.077,41.024,103.237,122.802
-0.100,-0.691,0.056,32.191,108.797,116.389
-0.122,-0.654,0.033,20.029,113.135,109.358
-0.145,-0.618,0.008,2.796,116.292,101.977
-0.168,-0.585,-0.017,-16.655,118.131,94.209
-0.192,-0.557,-0.042,-36.857,118.334,86.122
-0.212,-0.532,-0.066,-56.400,118.043,77.918
-0.230,-0.512,-0.089,-74.993,117.238,69.849
-0.244,-0.497,-0.111,-90.823,116.131,62.258
-0.254,-0.486,-0.134,-102.560,114.992,55.286
-0.260,-0.477,-0.158,-110.079,114.016,49.105
-0.266,-0.469,-0.184,-113.664,113.126,43.082
-0.272,-0.460,-0.208,-112.776,112.161,34.291
-0.278,-0.448,-0.230,-110.397,110.907,23.615
-0.284,-0.434,-0.245,-107.374,108.233,10.783
-0.287,-0.418,-0.255,-104.055,103.402,-3.994
-0.285,-0.401,-0.257,-100.349,95.139,-21.098
-0.275,-0.385,-0.254,-96.214,82.452,-39.603
-0.260,-0.366,-0.251,-91.269,63.660,-59.513
-0.243,-0.347,-0.255,-85.857,41.160,-81.101
-0.226,-0.327,-0.265,-79.955,15.826,-105.507
-0.209,-0.311,-0.281,-73.222,-11.140,-131.445
-0.193,-0.299,-0.296,-65.509,-40.450,-158.381
-0.174,-0.284,-0.314,-56.251,-69.982,-184.580
-0.152,-0.279,-0.343,-44.083,-95.409,-213.647
-0.120,-0.296,-0.380,-30.532,-115.419,-244.269
-0.079,-0.317,-0.399,-16.845,-134.817,-270.395
-0.034,-0.332,-0.399,-4.648,-157.601,-288.486
0.012,-0.345,-0.379,-7.323,-188.894,-298.223
0.201,-0.747,0.008,-77.617,-188.883,-299.887
0.347,-1.218,0.122,-34.672,-150.371,-306.831
0.386,-1.221,0.179,-22.604,-78.014,-248.732
0.352,-1.169,0.188,-46.923,-73.657,-203.393
0.311,-1.198,0.167,-75.086,-74.101,-196.734
0.290,-1.205,0.145,-91.573,-76.775,-193.653
0.285,-1.193,0.122,-98.421,-81.241,-185.545
0.266,-1.193,0.108,-103.205,-84.855,-172.241
0.262,-1.198,0.101,-104.558,-95.550,-163.130
0.277,-1.211,0.102,-98.851,-104.757,-156.326
0.288,-1.222,0.104,-87.291,-106.161,-148.434
0.295,-1.226,0.103,-72.966,-103.850,-136.369
0.297,-1.231,0.102,-57.981,-101.002,-122.122
0.296,-1.239,0.101,-44.058,-98.644,-106.742
0.300,-1.246,0.104,-31.340,-95.632,-90.987
0.306,-1.250,0.103,-19.899,-91.639,-75.141
0.307,-1.248,0.100,-9.923,-87.234,-58.963
0.301,-1.239,0.094,-1.689,-82.807,-43.917
0.291,-1.225,0.087,4.017,-78.514,-31.158
0.278,-1.209,0.083,7.403,-74.433,-21.645
0.266,-1.193,0.082,8.536,-70.616,-15.073
0.254,-1.178,0.084,5.649,-67.087,-11.190
0.243,-1.165,0.087,3.969,-63.839,-8.787
0.234,-1.152,0.091,2.285,-60.798,-7.477
0.228,-1.141,0.095,1.149,-57.858,-6.940
0.222,-1.130,0.099,0.525,-55.030,-6.879
0.217,-1.119,0.103,0.288,-52.306,-6.858
0.213,-1.112,0.106,0.941,-49.582,-6.079
0.209,-1.105,0.108,2.448,-46.690,-4.480
0.206,-1.099,0.110,4.688,-43.528,-2.448
0.204,-1.093,0.111,7.156,-40.370,-0.562
0.199,-1.086,0.110,9.224,-37.310,0.532
0.194,-1.078,0.109,10.111,-34.403,0.726
0.187,-1.070,0.107,9.669,-31.733,0.054
0.180,-1.062,0.104,7.924,-29.351,-1.313
0.175,-1.056,0.100,5.145,-27.291,-3.109
0.170,-1.052,0.097,1.664,-25.477,-5.987
