aX,aY,aZ,gX,gY,gZ
-0.167,0.018,1.020,5.455,3.024,12.873
-0.172,0.019,1.018,5.583,3.042,12.726
-0.176,0.020,1.017,5.714,3.041,12.553
-0.180,0.021,1.015,5.839,3.042,12.362
-0.184,0.022,1.013,5.940,3.045,12.157
-0.188,0.024,1.011,6.033,3.052,11.953
-0.192,0.025,1.010,6.141,3.083,11.745
-0.196,0.026,1.008,6.281,3.151,11.534
-0.199,0.027,1.007,6.435,3.228,11.335
-0.203,0.028,1.006,6.586,3.298,11.151
-0.206,0.029,1.005,6.715,3.336,10.975
-0.210,0.030,1.004,6.816,3.352,10.807
-0.213,0.031,1.003,6.885,3.355,10.651
-0.216,0.032,1.002,6.909,3.349,10.502
-0.219,0.033,1.001,6.878,3.337,10.369
-0.221,0.034,1.000,6.828,3.339,10.242
-0.224,0.035,0.999,6.771,3.374,10.131
-0.226,0.036,0.997,6.692,3.455,10.044
-0.228,0.038,0.996,6.570,3.569,9.983
-0.230,0.039,0.995,6.422,3.700,9.958
-0.232,0.040,0.994,6.298,3.851,9.943
-0.234,0.041,0.993,6.205,4.010,9.943
-0.237,0.041,0.992,6.153,4.168,9.952
-0.239,0.042,0.992,6.135,4.303,9.968
-0.242,0.043,0.991,6.136,4.401,9.980
-0.245,0.043,0.990,6.133,4.448,9.977
-0.247,0.044,0.990,6.081,4.451,9.957
-0.249,0.044,0.989,5.938,4.426,9.924
-0.251,0.045,0.989,5.703,4.399,9.870
-0.253,0.045,0.988,5.377,4.409,9.790
-0.254,0.045,0.988,4.927,4.510,9.709
-0.254,0.046,0.988,4.284,4.675,9.655
-0.255,0.046,0.989,3.408,4.894,9.629
-0.256,0.046,0.989,2.249,5.163,9.652
-0.256,0.045,0.990,0.940,5.467,9.711
-0.257,0.044,0.991,-0.438,5.798,9.819
-0.257,0.043,0.992,-1.781,6.147,10.012
-0.257,0.041,0.992,-3.023,6.530,10.301
-0.257,0.040,0.992,-4.182,6.932,10.700
-0.258,0.040,0.993,-5.266,7.353,11.223
-0.257,0.039,0.992,-6.253,7.814,11.917
-0.257,0.039,0.993,-7.229,8.334,12.715
-0.256,0.038,0.993,-8.334,8.896,13.599
-0.253,0.036,0.995,-9.683,9.551,14.571
-0.250,0.034,0.996,-11.395,10.311,15.623
-0.245,0.032,0.996,-13.544,11.165,16.780
-0.240,0.030,0.997,-16.396,12.087,18.024
-0.235,0.029,0.997,-19.574,13.119,19.373
-0.229,0.027,0.996,-22.686,14.303,20.815
-0.224,0.025,0.995,-25.413,15.596,22.418
-0.220,0.022,0.995,-27.700,16.915,24.130
-0.216,0.020,0.996,-29.551,18.204,25.922

0.611,0.067,1.245,-6.232,9.767,8.028
0.625,0.046,1.249,3.400,6.195,-4.768
0.632,0.015,1.254,3.755,5.216,-12.601
0.629,-0.012,1.258,-9.252,5.659,-15.415
0.618,-0.029,1.256,-36.011,7.904,-15.607
0.604,-0.039,1.249,-65.822,13.077,-14.706
0.591,-0.047,1.240,-89.019,19.611,-12.637
0.575,-0.053,1.230,-101.341,25.664,-9.643
0.557,-0.053,1.218,-101.552,30.176,-6.002
0.535,-0.048,1.201,-98.908,32.984,-2.169
0.508,-0.041,1.182,-89.438,33.816,1.907
0.481,-0.033,1.166,-71.813,33.519,5.737
0.454,-0.027,1.151,-48.567,32.066,8.838
0.428,-0.023,1.139,-23.370,28.930,11.049
0.401,-0.021,1.130,-1.669,24.139,12.592
0.376,-0.019,1.123,14.143,18.317,13.480
0.353,-0.014,1.117,23.024,12.514,13.801
0.334,-0.007,1.111,26.334,7.966,13.674
0.317,0.001,1.104,26.518,5.138,13.106
0.303,0.008,1.098,25.105,3.937,12.143
0.291,0.014,1.094,19.804,3.803,10.772
0.279,0.015,1.092,12.857,4.177,9.014
0.265,0.015,1.091,5.103,4.888,7.256
0.251,0.013,1.090,-1.989,5.665,5.690
0.236,0.011,1.088,-7.593,6.298,4.451
0.220,0.010,1.086,-11.554,6.589,3.511
0.203,0.009,1.083,-13.974,6.632,2.887
0.188,0.008,1.079,-15.128,6.396,2.586
0.172,0.007,1.075,-15.380,5.896,2.568
0.157,0.005,1.070,-14.966,5.248,2.822
0.143,0.004,1.065,-14.104,4.569,3.256
0.130,0.003,1.060,-12.778,3.953,3.796
0.118,0.001,1.056,-11.122,3.498,4.425
0.106,0.000,1.053,-9.378,3.182,5.094
0.094,0.001,1.051,-7.694,2.974,5.748
0.082,0.002,1.050,-6.220,2.816,6.338
0.071,0.003,1.049,-5.031,2.690,6.805
0.060,0.005,1.049,-4.223,2.578,7.177
0.048,0.008,1.049,-3.667,2.466,7.441
0.037,0.010,1.048,-3.298,2.355,7.604
0.026,0.012,1.047,-3.079,2.227,7.685
0.016,0.014,1.046,-2.952,2.121,7.685
0.006,0.016,1.045,-2.891,2.055,7.626
-0.004,0.018,1.044,-2.910,2.006,7.518
-0.014,0.020,1.043,-3.005,1.957,7.350
-0.023,0.021,1.042,-3.132,1.859,7.146
-0.033,0.022,1.040,-3.300,1.686,6.915
-0.042,0.023,1.037,-3.470,1.534,6.668
-0.050,0.024,1.035,-3.637,1.422,6.421
-0.059,0.025,1.034,-3.754,1.347,6.178
-0.067,0.025,1.032,-3.798,1.283,5.962
-0.075,0.024,1.032,-3.745,1.204,5.768
-0.083,0.024,1.031,-3.608,1.116,5.608
-0.091,0.023,1.030,-3.409,1.004,5.518
-0.097,0.023,1.028,-3.120,0.892,5.482
-0.103,0.022,1.026,-2.767,0.829,5.510
-0.109,0.022,1.024,-2.369,0.874,5.590
-0.114,0.022,1.023,-1.974,0.979,5.717
-0.119,0.022,1.022,-1.633,1.111,5.900
-0.124,0.021,1.021,-1.348,1.237,6.126
-0.129,0.021,1.020,-1.091,1.343,6.394
-0.134,0.021,1.019,-0.866,1.427,6.692
-0.138,0.021,1.017,-0.673,1.495,7.030
-0.143,0.021,1.017,-0.539,1.541,7.388
-0.147,0.021,1.015,-0.418,1.619,7.728
