aX,aY,aZ,gX,gY,gZ
0.133,-0.173,1.107,-1.420,-15.026,-14.478
0.133,-0.172,1.102,-1.139,-16.073,-14.405
0.134,-0.171,1.098,-0.821,-17.133,-14.327
0.134,-0.170,1.095,-0.477,-18.222,-14.250
0.133,-0.169,1.092,-0.117,-19.292,-14.139
0.133,-0.167,1.088,0.298,-20.278,-14.015
0.134,-0.166,1.085,0.767,-21.224,-13.887
0.134,-0.164,1.082,1.256,-22.072,-13.757
0.134,-0.162,1.080,1.717,-22.764,-13.620
0.135,-0.159,1.078,2.102,-23.400,-13.494
0.136,-0.158,1.077,2.490,-24.005,-13.381
0.137,-0.157,1.076,2.883,-24.541,-13.254
0.139,-0.156,1.076,3.237,-24.985,-13.141
0.141,-0.155,1.075,3.496,-25.394,-13.059
0.142,-0.154,1.075,3.684,-25.771,-12.994
0.144,-0.153,1.074,3.809,-26.082,-12.944
0.146,-0.152,1.074,3.870,-26.356,-12.897
0.148,-0.151,1.073,3.888,-26.616,-12.863
0.150,-0.150,1.071,3.892,-26.842,-12.844
0.153,-0.149,1.069,3.889,-26.958,-12.815
0.155,-0.148,1.066,3.908,-26.963,-12.766
0.158,-0.147,1.065,3.976,-26.909,-12.692
0.160,-0.146,1.063,4.071,-26.808,-12.607
0.162,-0.145,1.062,4.187,-26.636,-12.519
0.165,-0.144,1.062,4.296,-26.445,-12.428
0.167,-0.142,1.061,4.391,-26.252,-12.331
0.170,-0.141,1.061,4.433,-26.073,-12.240
0.172,-0.140,1.061,4.431,-25.929,-12.157
0.174,-0.138,1.059,4.383,-25.822,-12.088
0.176,-0.137,1.058,4.300,-25.711,-12.039
0.179,-0.135,1.056,4.212,-25.586,-12.003
0.181,-0.134,1.054,4.142,-25.450,-11.974
0.183,-0.132,1.052,4.075,-25.333,-11.951
0.185,-0.130,1.050,4.003,-25.232,-11.939
0.187,-0.128,1.047,3.951,-25.105,-11.940
0.189,-0.127,1.044,3.921,-24.967,-11.930
0.191,-0.125,1.042,3.903,-24.822,-11.925
0.193,-0.124,1.040,3.869,-24.680,-11.920
0.195,-0.122,1.038,3.815,-24.558,-11.913
0.197,-0.121,1.037,3.759,-24.451,-11.904
0.200,-0.119,1.035,3.714,-24.408,-11.883
0.202,-0.118,1.034,3.694,-24.395,-11.860
0.204,-0.117,1.032,3.707,-24.405,-11.834
0.206,-0.116,1.029,3.773,-24.422,-11.800
0.209,-0.115,1.027,3.865,-24.409,-11.767
0.211,-0.113,1.025,3.962,-24.426,-11.737
0.213,-0.111,1.022,4.063,-24.437,-11.709
0.215,-0.108,1.019,4.170,-24.447,-11.681
0.217,-0.106,1.016,4.305,-24.452,-11.679
0.220,-0.104,1.014,4.457,-24.497,-11.679
0.222,-0.102,1.013,4.594,-24.606,-11.690
0.224,-0.101,1.012,4.714,-24.776,-11.733
0.226,-0.099,1.011,4.790,-25.020,-11.779
0.229,-0.097,1.010,4.859,-25.343,-11.877
0.231,-0.096,1.009,4.933,-25.763,-11.977
0.234,-0.094,1.008,4.989,-26.263,-12.060
0.236,-0.092,1.006,5.057,-26.826,-12.201
0.238,-0.089,1.004,5.134,-27.416,-12.343
0.241,-0.087,1.001,5.269,-27.933,-12.509
0.244,-0.084,0.998,5.456,-28.357,-12.680
0.247,-0.081,0.995,5.674,-28.703,-12.902
0.250,-0.078,0.992,5.922,-28.986,-13.133
0.253,-0.075,0.990,6.210,-29.273,-13.393
0.256,-0.071,0.987,6.521,-29.581,-13.706
0.259,-0.068,0.985,6.781,-29.969,-14.020
0.262,-0.066,0.983,7.011,-30.411,-14.450
0.265,-0.063,0.982,7.165,-31.034,-14.838
0.268,-0.061,0.981,7.306,-31.773,-15.304
0.272,-0.059,0.980,7.436,-32.652,-15.727
0.276,-0.057,0.978,7.623,-33.566,-16.208
0.280,-0.054,0.976,7.822,-34.478,-16.684
0.283,-0.051,0.973,8.026,-35.357,-17.079
0.287,-0.048,0.970,8.281,-36.081,-17.529
0.292,-0.045,0.968,8.556,-36.733,-18.086
0.295,-0.041,0.965,8.855,-37.348,-18.632
0.299,-0.037,0.963,9.187,-38.019,-19.117
0.303,-0.033,0.961,9.547,-38.736,-19.703

0.247,-0.982,-0.670,11.352,-32.854,-28.984
0.282,-0.995,-0.697,16.977,-23.752,-35.752
0.316,-1.006,-0.708,21.934,-13.386,-40.830
0.325,-1.016,-0.718,25.658,-7.826,-46.856
0.319,-1.020,-0.721,27.126,-6.159,-51.784
0.324,-1.022,-0.726,27.213,-4.678,-54.405
0.330,-1.025,-0.731,25.832,-3.935,-54.686
0.337,-1.028,-0.738,24.140,-3.331,-53.727
0.362,-1.036,-0.750,22.673,0.323,-52.407
0.387,-1.046,-0.759,21.373,5.225,-51.112
0.401,-1.055,-0.766,20.329,9.619,-49.573
0.411,-1.063,-0.773,19.499,13.721,-47.591
0.421,-1.069,-0.778,18.848,17.774,-45.374
0.420,-1.074,-0.779,18.128,19.608,-43.533
0.415,-1.079,-0.780,17.361,20.682,-42.265
0.421,-1.078,-0.782,16.494,22.107,-40.819
0.426,-1.077,-0.782,15.519,22.832,-39.239
0.430,-1.076,-0.782,14.622,23.621,-37.682
0.431,-1.074,-0.780,13.715,23.935,-36.237
0.430,-1.071,-0.777,12.791,24.085,-34.883
0.431,-1.069,-0.773,11.974,24.182,-33.509
0.431,-1.066,-0.769,11.349,24.017,-32.223
0.431,-1.063,-0.765,10.933,23.731,-31.030
0.431,-1.059,-0.761,10.705,23.375,-29.812
0.430,-1.054,-0.755,10.585,22.905,-28.608
0.430,-1.048,-0.749,10.477,22.333,-27.451
0.430,-1.041,-0.742,10.358,21.767,-26.366
0.431,-1.034,-0.735,10.184,21.375,-25.588
0.433,-1.024,-0.728,9.914,21.115,-24.930
0.434,-1.015,-0.721,9.485,21.009,-24.350
0.436,-1.005,-0.713,8.887,21.077,-23.907
0.438,-0.996,-0.705,8.106,21.394,-23.690
0.440,-0.987,-0.698,7.255,21.819,-23.600
0.440,-0.978,-0.690,6.426,22.184,-23.576
0.440,-0.970,-0.683,5.702,22.318,-23.418
